row_id,old_location,cleaned_location,latitude,longitude
1224,"ÜT: 39.064563,-108.459795","ÜT: 39.064563, -108.459795",41.52499,-111.1674756
1225,"Troy, NY","Troy, NY",42.7284117,-73.6917851
1226,"CT, USA","CT, USA",41.6032207,-73.087749
1227,London UK,London UK,51.5073509,-0.1277583
1228,اسلامی جمہوریہ پاکستان ,اسلامی جمہوریہ پاکستان,30.375321,69.345116
1229,"Edinburgh, Scotland","Edinburgh, Scotland",55.953252,-3.188267
1230,european union,european union,45.4198818,-75.6951768
1231,Philippines,Philippines,12.879721,121.774017
1232,"Aguascalientes, México","Aguascalientes, México",21.8852562,-102.2915677
1233,Nairobi Kenya,Nairobi Kenya,-1.2920659,36.8219462
1234,New York -Beautiful Upstate!🌲,New York -Beautiful Upstate!🌲,43.2994285,-74.2179326
1235,India's most popular tech site,India's most popular tech site,20.593684,78.96288
1236,Delhi. India,Delhi. India,28.7040592,77.1024902
1237,"Durg, India","Durg, India",21.1904494,81.2849169
1238,"Davao City, Philippines","Davao City, Philippines",7.190708,125.455341
1239,North Carolina/New Jersey,"North Carolina, New Jersey",39.3662378,-74.429212
1240,ENS de Lyon,ENS de Lyon,45.7298448,4.8285332
1241,LAS | MDE,"LAS , MDE",36.0839998,-115.1537389
1242,Jersey City/Greater NYC,"Jersey City, Greater NYC",40.7543438,-73.9812048
1243,"Cramlington, England","Cramlington, England",55.086136,-1.5808
1246,The Hague - The Netherlands,The Hague - The Netherlands,52.0704978,4.3006999
1247,inyourhead,inyourhead,40.7663005,-73.9825216
1249,"Taipei,Taiwan","Taipei, Taiwan",25.0329694,121.5654177
1250,everywhere,everywhere,33.7589188,-84.3640829
1252,Bengaluru,Bengaluru,12.9715987,77.5945627
1253,Carny America,Carny America,37.09024,-95.712891
1254,台灣,台灣,23.9036873,121.0793705
1256,Winnipeg,Winnipeg,49.895136,-97.1383744
1258,"Jupiter, FL","Jupiter, FL",26.9342246,-80.0942087
1259,"Bellevue, KY","Bellevue, KY",39.1064488,-84.478831
1260,Strand,Strand,40.733317,-73.9909639
1261,Curaçao,Curaçao,12.16957,-68.99002
1262,Nederland,Nederland,39.9613759,-105.5108312
1263,"Ticino, Switzerland","Ticino, Switzerland",46.331734,8.8004529
1264,Cambridge,Cambridge,52.205337,0.121817
1265,Here & There,Here & There,40.7251137,-74.0048398
1266,CMH - BTR - CHI,CMH - BTR - CHI,39.9999399,-82.8871767
1267,"Accra, Ghana","Accra, Ghana",5.6037168,-0.1869644
1268,"Owerri | Lagos | Zamunda, NYC","Owerri , Lagos , Zamunda, NYC",5.489059,7.0175879
1269,"Patra, Greece","Patra, Greece",38.2466395,21.734574
1270,TEXAS USA,TEXAS USA,31.9685988,-99.9018131
1271,Ireland,Ireland,53.1423672,-7.6920536
1272,"Amsterdam/Lebanon, Bekaa","Amsterdam, Lebanon, Bekaa",52.3702157,4.8951679
1273,Northern Kentucky,Northern Kentucky,39.0318034,-84.4643828
1274,Amsterdam en Lorraine,Amsterdam en Lorraine,52.3715207,4.8792183
1275,Mysuru and Bengaluru,Mysuru and Bengaluru,12.9715987,77.5945627
1276,World wide,World wide,36.0834438,-95.8362079
1277,"Selma, AL","Selma, AL",32.4073589,-87.0211007
1278,"Algérie,Oran","Algérie, Oran",35.6970697,-0.6307988
1279,Ελλάς,Ελλάς,39.074208,21.824312
1280,"Hampshire, England.","Hampshire, England.",51.0576948,-1.3080629
1281,"Kent, London, Sussex, Croydon","Kent, London, Sussex, Croydon",51.376165,-0.098234
1283,Cantabria,Cantabria,43.1828396,-3.9878427
1284,cyprus,cyprus,35.126413,33.429859
1285,"Leeds, England","Leeds, England",53.8007554,-1.5490774
1286,Bermuda,Bermuda,32.3078,-64.7505
1287,Hampshire UK,Hampshire UK,51.0576948,-1.3080629
1288,"Frankfurt am Main, Paris","Frankfurt am Main, Paris",50.1012122,8.6807237
1289,GBoro,GBoro,8.6299608,-13.2115742
1290,The UNITED States Of AMERICA,The UNITED States Of AMERICA,37.09024,-95.712891
1291,"Boulder, Colorado","Boulder, Colorado",40.0149856,-105.2705456
1292,Blue Angels,Blue Angels,30.3497825,-87.3124614
1293,"Flatiron, Manhattan","Flatiron, Manhattan",40.740083,-73.9903489
1294,"Clearwater, FL, USA","Clearwater, FL, USA",27.9658533,-82.8001026
1295,"Leicestershire, UK","Leicestershire, UK",52.772571,-1.2052126
1297,"Zug, Switzerland","Zug, Switzerland",47.1661672,8.5154946
1298,HINDUSTAN ,HINDUSTAN,20.593684,78.96288
1299,"Woodstown, NJ","Woodstown, NJ",39.6515027,-75.3282454
1300,"Bengaluru South, India","Bengaluru South, India",12.9715987,77.5945627
1301,Madrid (y por el Mundo),Madrid (y por el Mundo),40.419909,-3.69111
1302,San Antonio,San Antonio,29.4241219,-98.4936282
1303,"Saint Paul, MN","Saint Paul, MN",44.9537029,-93.0899578
1304,Heaven and Earth.,Heaven and Earth.,40.6868199,-76.1961684
1306,"Derry, Ireland","Derry, Ireland",54.9966124,-7.3085748
1307,"New York, N. Y.","New York, N. Y.",40.7127753,-74.0059728
1308,"Montevideo, Uruguay","Montevideo, Uruguay",-34.9011127,-56.1645314
1309,Boston,Boston,42.3600825,-71.0588801
1310,हिंदुस्तान,हिंदुस्तान,20.593684,78.96288
1311,"Barcelona, Catalonia","Barcelona, Catalonia",41.3850639,2.1734035
1312,South of North,South of North,36.2768541,-95.6505931
1314,"Dehradun, India","Dehradun, India",30.3164945,78.0321918
1315,"delhi,india","delhi, india",28.7040592,77.1024902
1316,AHMEDABAD,AHMEDABAD,23.022505,72.5713621
1317,"Greensboro, N.C. USA","Greensboro, N.C. USA",36.0726354,-79.7919754
1318,The Netherlands,The Netherlands,52.132633,5.291266
1319,Hong Kong,Hong Kong,22.396428,114.109497
1320,Ayalur in Palakkad (Kerala),Ayalur in Palakkad (Kerala),10.5759843,76.5704967
1321,Strasbourg,Strasbourg,48.5734053,7.7521113
1322,Cairo,Cairo,30.0444196,31.2357116
1323,"Northampton, England","Northampton, England",52.240477,-0.902656
1324,"Ayodhya, India","Ayodhya, India",26.7879633,82.1985518
1325,"Royal Tunbridge Wells, England","Royal Tunbridge Wells, England",51.132377,0.263695
1326,"Kanpur, India","Kanpur, India",26.449923,80.3318736
1327, Global,Global,39.04395,-94.597027
1328,Hindustan,Hindustan,20.593684,78.96288
1329,"Belfast, Northern Ireland","Belfast, Northern Ireland",54.597285,-5.93012
1330,Francia,Francia,46.227638,2.213749
1331,"Asuncion, Paraguay","Asuncion, Paraguay",-25.2637399,-57.575926
1332,"Sandia Park, NM","Sandia Park, NM",35.1681798,-106.3664171
1333,new york city,new york city,40.7127753,-74.0059728
1334,Kuala Lumpur City,Kuala Lumpur City,3.139003,101.686855
1335,"Moncton, New Brunswick","Moncton, New Brunswick",46.0878165,-64.7782313
1336,"St. Petersburg, FL","St. Petersburg, FL",27.7676008,-82.6402915
1337,delhi,delhi,28.7040592,77.1024902
1338,København K,København K,55.6841989,12.5795433
1339,Liverpool,Liverpool,53.4083714,-2.9915726
1340,argentina ,argentina,-38.416097,-63.616672
1341,The Best Small Town in America,The Best Small Town in America,31.2245967,-101.6212314
1342,London - Madrid,London - Madrid,51.4789297,-0.2394547
1343,LA IL MA PA CA HI OR KW EU FL ...?,LA IL MA PA CA HI OR KW EU FL ...?,34.0522342,-118.2436849
1345,Stourbridge,Stourbridge,52.456891,-2.148731
1346,"Villasor, Sardegna","Villasor, Sardegna",39.3822283,8.9134965
1347,The other London in Canada,The other London in Canada,49.6899663,-112.8400019
1348,"Bucharest, Romania","Bucharest, Romania",44.4267674,26.1025384
1351,"San Salvador, El Salvador","San Salvador, El Salvador",13.6929403,-89.2181911
1352,Novi Sad,Novi Sad,45.2671352,19.8335496
1353,Osaka Japan,Osaka Japan,34.6937378,135.5021651
1354,https://keybase.io/mcfate,"https:, , keybase.io, mcfate",33.4625888,-111.9266564
1355,calcutta,calcutta,22.572646,88.363895
1356,North Alabama,North Alabama,34.8074555,-87.6811676
1357,"Kolwezi, Democratic Republic of Congo","Kolwezi, Democratic Republic of Congo",-10.7275273,25.5088914
1358,"MANGOLPURI,NEW DELHI,INDIA","MANGOLPURI, NEW DELHI, INDIA",28.6925367,77.0884237
1359,Nigeria,Nigeria,9.081999,8.675277
1360,"Somerset West, South Africa","Somerset West, South Africa",-34.0756899,18.8432656
1361,हिन्दुस्तान. ,हिन्दुस्तान.,20,78
1362,Haddonfield - New Jersey,Haddonfield - New Jersey,39.8915022,-75.0376707
1363,"Brownsville, TX","Brownsville, TX",25.9017472,-97.4974838
1364,"Nashville, TN","Nashville, TN",36.1626638,-86.7816016
1365,"🇮🇳 भारत, 🚩 प्रयाग","🇮🇳 भारत, 🚩 प्रयाग",25.4358011,81.846311
1366,"Vaishali/Patna/Delhi, India","Vaishali, Patna, Delhi, India",25.6838206,85.354965
1367,"Namugongo, Wakiso","Namugongo, Wakiso",0.3855964,32.6514245
1368,"La Paz, BCS, Mexico","La Paz, BCS, Mexico",24.1426408,-110.3127531
1369,"Port St. Lucie, Florida","Port St. Lucie, Florida",27.2730492,-80.3582261
1370,"Virgin Islands, U.S.","Virgin Islands, U.S.",18.335765,-64.896335
1371,USA - Midwest,USA - Midwest,35.463494,-97.4107128
1372,North Dakota,North Dakota,47.5514926,-101.0020119
1373,One of 65M British EU Citizens,One of 65M British EU Citizens,55.378051,-3.435973
1374,"ÜT: -6.275767,106.804383","ÜT: -6.275767, 106.804383",40.9805861,-111.8871741
1375,United States 🇺🇸,United States 🇺🇸,34.217481,-118.594682
1376,Bombay,Bombay,19.0759837,72.8776559
1377,"Denver, Co","Denver, Co",39.7392358,-104.990251
1378,"Accrington, UK","Accrington, UK",53.753609,-2.37218
1379,"Community of Valencia, Spain","Community of Valencia, Spain",39.4840108,-0.7532809
1380,Vermont,Vermont,44.5588028,-72.5778415
1381,"Vikhroli West, Mumbai","Vikhroli West, Mumbai",19.091182,72.9208636
1383,East of Aldgate ,East of Aldgate,51.5134211,-0.0772222
1384," Denver, CO","Denver, CO",39.7392358,-104.990251
1385,"33.959328,-118.38522","33.959328, -118.38522",33.9593667,-118.3852047
1386,Palestine,Palestine,31.952162,35.233154
1387,"Amsterdam, NL","Amsterdam, NL",52.3702157,4.8951679
1388,Berlin/Westerwald,"Berlin, Westerwald",52.5510823,13.1780761
1389,Plotinopolis,Plotinopolis,41.3437327,26.5024184
1390,"Boulder, CO, USA","Boulder, CO, USA",40.0149856,-105.2705456
1391,"Huddersfield, UK","Huddersfield, UK",53.645792,-1.7850351
1392,"Richmond, VA","Richmond, VA",37.5407246,-77.4360481
1393,Andorra,Andorra,42.506285,1.521801
1394,"Idaho, USA","Idaho, USA",44.0682019,-114.7420408
1395,"Mysen, Norway","Mysen, Norway",59.5537841,11.3257465
1396,"Cambridge, MA","Cambridge, MA",42.3736158,-71.1097335
1400,"ÜT: 42.41457,-71.118204","ÜT: 42.41457, -71.118204",40.5271862,-111.8925613
1402,World Wide,World Wide,36.0834438,-95.8362079
1403,Manila,Manila,14.5995124,120.9842195
1404,kaikkialla läsnä oleva,kaikkialla läsnä oleva,59.4502804,25.8968186
1405,European Union  🇪🇺,European Union 🇪🇺,54.5259614,15.2551187
1407,"Edinburgh, UK","Edinburgh, UK",55.953252,-3.188267
1408,"Ajax, Ontario","Ajax, Ontario",43.8508553,-79.0203732
1409, Italy,Italy,41.87194,12.56738
1410,"Coventry, England","Coventry, England",52.406822,-1.519693
1411,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",25.2048493,55.2707828
1412,TRUMPVILLE WOODSTOCK VA,TRUMPVILLE WOODSTOCK VA,38.8817784,-78.5058429
1413,"texas,ruburban Dallas","texas, ruburban Dallas",32.7819188,-96.7252099
1414,"Jacksonville, Florida, USA","Jacksonville, Florida, USA",30.3321838,-81.655651
1415,"Fayetteville, Arkansas","Fayetteville, Arkansas",36.082156,-94.1718542
1416,Denmark ( sometimes Ethiopia),Denmark ( sometimes Ethiopia),56.26392,9.501785
1417,planet earth.,planet earth.,41.909611,-87.771964
1418,ASHS,ASHS,33.643224,-85.5766924
1419,USA; presently in MD/DC Metro,"USA; presently in MD, DC Metro",39.1726876,-77.1559894
1420,"Nairobi, Kenia","Nairobi, Kenia",-1.2920659,36.8219462
1421,Minneapolis; D.C.; Portland ME,Minneapolis; D.C.; Portland ME,44.846825,-92.99
1422,"Brussels, Europe","Brussels, Europe",50.8503463,4.3517211
1423,In my head ...,In my head ...,39.673586,-84.2464216
1425,"são paulo, brasil","são paulo, brasil",-23.5505199,-46.6333094
1426,"Chicago, NW suburb","Chicago, NW suburb",42.0260482,-87.7250386
1427,SCN,SCN,38.9378277,-92.3142621
1428,"Chesapeake, VA","Chesapeake, VA",36.7682088,-76.2874927
1430,Gold Coast Australia,Gold Coast Australia,-28.016667,153.4
1431,"Nazareth, PA","Nazareth, PA",40.740375,-75.3096237
1432,Islamabad,Islamabad,33.6844202,73.0478848
1433,Terra firma,Terra firma,37.6267207,-122.0427567
1435,parshurama bhumi,parshurama bhumi,17.5555404,73.5049293
1436,NoVa,NoVa,38.7636242,-77.1764149
1437,University of Virginia,University of Virginia,38.0335529,-78.5079772
1439,Rwanda,Rwanda,-1.940278,29.873888
1441,127.255.255.254,127.255.255.254,39.990939,32.836388
1443,AZ,AZ,34.0489281,-111.0937311
1444,"NOLA; O.S., MS.","NOLA; O.S., MS.",30.4113097,-88.8278057
1445,Queensland. ,Queensland.,-20.9175738,142.7027956
1446,"Αττική, Ελλάς","Αττική, Ελλάς",38.0457568,23.8584737
1447,"Mother Earth, North","Mother Earth, North",43.1372713,-76.1233681
1448,Viña del Mar / Chile,"Viña del Mar , Chile",-33.0153481,-71.5500276
1450,"Sasslandia, USA 🇺🇸","Sasslandia, USA 🇺🇸",37.09024,-95.712891
1451,"Kampala, Uganda","Kampala, Uganda",0.3475964,32.5825197
1452,"Venice, FL","Venice, FL",27.0997775,-82.4542632
1453,MS,MS,37.09024,-95.712891
1456,"Córdoba, Argentina","Córdoba, Argentina",-31.4200833,-64.1887761
1457,Isle of Wight,Isle of Wight,50.6938479,-1.304734
1458,Tampa Bay Area / Metro Detroit,"Tampa Bay Area , Metro Detroit",27.9128604,-82.5274169
1459,"Glasgow, Scotland","Glasgow, Scotland",55.864237,-4.251806
1460,North,North,37.09024,-95.712891
1461,"Newark, Delaware","Newark, Delaware",39.6837226,-75.7496572
1462,he/him,"he, him",-25.2870656,152.8385835
1463,"Alpine, TX","Alpine, TX",30.3584919,-103.6610115
1464,"Durham, NC","Durham, NC",35.9940329,-78.898619
1465,"Haryana, India","Haryana, India",29.0587757,76.085601
1466,"Cotonou, BENIN","Cotonou, BENIN",6.3702928,2.3912362
1467,Cape Town,Cape Town,-33.9248685,18.4240553
1468,Newport Rhode Island,Newport Rhode Island,41.4901024,-71.3128285
1470,Ombligo,Ombligo,40.656051,-74.0144457
1471,"Cary, NC","Cary, NC",35.79154,-78.7811169
1472,New delhi,New delhi,28.6139391,77.2090212
1473,"Front Royal, VA","Front Royal, VA",38.9181671,-78.1944446
1474,Stockholm,Stockholm,59.3293235,18.0685808
1475,Bogotá,Bogotá,4.7109886,-74.072092
1476,Louisiana,Louisiana,30.9842977,-91.9623327
1477,"Yardley, PA","Yardley, PA",40.245664,-74.8459972
1478,"Sumter, SC","Sumter, SC",33.9204354,-80.3414693
1479,Santiago / Chile,"Santiago , Chile",-33.4488897,-70.6692655
1480,"Blackburn, England","Blackburn, England",53.748575,-2.487529
1481,भारत 🇮🇳,भारत 🇮🇳,20.593684,78.96288
1482,"Baltimore, MD","Baltimore, MD",39.2903848,-76.6121893
1484,"Springfield, MA","Springfield, MA",42.1014831,-72.589811
1485,"Stockholm, Sweden","Stockholm, Sweden",59.3293235,18.0685808
1486,Kilmacrennan,Kilmacrennan,55.030269,-7.7793541
1487,"Cape Town, Jhb, Africa","Cape Town, Jhb, Africa",-34.0543743,18.7509403
1488,"Ivory Towers,UK.","Ivory Towers, UK.",51.5073483,-0.0712383
1489,"Beograd, Srbija","Beograd, Srbija",44.786568,20.4489216
1490,"Massachusetts, Wakanda","Massachusetts, Wakanda",42.6953942,-71.0497048
1493,Россия,Россия,61.52401,105.318756
1494,Classified,Classified,37.09024,-95.712891
1495,"Mumbai, Maharashtra","Mumbai, Maharashtra",19.0759837,72.8776559
1496,"Bethlehem, Pennsylvania","Bethlehem, Pennsylvania",40.6259316,-75.3704579
1499,Stockton-on-Tees Middlesbrough,Stockton-on-Tees Middlesbrough,54.574227,-1.234956
1500,"Temple, Texas","Temple, Texas",31.0982344,-97.342782
1501,In a closed city in a BUNKER is the Far North of Russia,In a closed city in a BUNKER is the Far North of Russia,66.7613451,124.123753
1502,"Amsterdam, the Netherlands","Amsterdam, the Netherlands",52.3702157,4.8951679
1504,omnipresent,omnipresent,38.2907105,-77.5318475
1506,upstate NY,upstate NY,43.0481962,-76.0488458
1507,"Rice, MN","Rice, MN",45.7529003,-94.2223283
1508,TRipura,TRipura,23.9408482,91.9881527
1509,Area 51,Area 51,30.385672,-91.0813786
1511,"Patna, India","Patna, India",25.5940947,85.1375645
1512,Pune,Pune,18.5204303,73.8567437
1513,Metroville,Metroville,38.4195081,-121.3904768
1515,"Belton, UK","Belton, UK",53.551891,-0.81833
1516,Nantes,Nantes,47.218371,-1.553621
1517," Udaipur, India","Udaipur, India",24.585445,73.712479
1518,FL,FL,27.6648274,-81.5157535
1519,The Republic of Tejas,The Republic of Tejas,30.6350785,-96.3284189
1520,mumbai,mumbai,19.0759837,72.8776559
1521,"Amsterdam, The Netherlands","Amsterdam, The Netherlands",52.3702157,4.8951679
1522,"Dundee, South Africa","Dundee, South Africa",-28.1649792,30.2343141
1523,"Garden Grove, Ca","Garden Grove, Ca",33.7742692,-117.9379952
1524, Ghaziabad U.P. India,Ghaziabad U.P. India,28.6691565,77.4537578
1525,"Bengaluru,India.","Bengaluru, India.",12.9715987,77.5945627
1527,"Medellin, Colombia","Medellin, Colombia",6.244203,-75.5812119
1528,Third Rock in the Solar System,Third Rock in the Solar System,30.442239,-88.871412
1529,North Pole,North Pole,35.423672,-97.578341
1530,"Mackay, Queensland","Mackay, Queensland",-21.1424956,149.1821469
1531,Wild West Currently ,Wild West Currently,47.0751084,-122.9686173
1532,"Beacon, NY","Beacon, NY",41.5048158,-73.9695832
1533,ATL,ATL,33.6407282,-84.4277001
1534,SVQ - MAD - NYC,SVQ - MAD - NYC,37.4201674,-5.89305
1535,"Nottingham, European Union","Nottingham, European Union",52.951255,-1.184402
1536,Zurich - Reykjavik,Zurich - Reykjavik,64.1374433,-21.9489349
1537,"जबलपुर, भारत(INDIA)","जबलपुर, भारत(INDIA)",23.181467,79.9864071
1538,"France, Grande Bleue","France, Grande Bleue",42.8677543,3.0462677
1539,Usually in Rotterdam,Usually in Rotterdam,51.9244201,4.4777326
1540,Here 01010101 01001011,Here 01010101 01001011,40.7251137,-74.0048398
1541,"Khamaria, Bhadohi, U.P., INDIA","Khamaria, Bhadohi, U.P., INDIA",25.4183206,82.1917556
1542,Brooklyn,Brooklyn,40.6781784,-73.9441579
1543,"Co Monaghan, Ireland","Co Monaghan, Ireland",54.2492046,-6.9683132
1544,Luxemburg,Luxemburg,49.815273,6.129583
1545,"ÜT: 51.48713,-0.095613","ÜT: 51.48713, -0.095613",40.3004832,-109.9925583
1546,Bengaluru ,Bengaluru,12.9715987,77.5945627
1547,Kingston on Spey,Kingston on Spey,57.673045,-3.1090619
1548,Romania,Romania,45.943161,24.96676
1549,"Larisa, Greece","Larisa, Greece",39.6390224,22.4191254
1550,"Wicklow, Ireland","Wicklow, Ireland",52.9808207,-6.044589
1552,"-33,151 (Sydney)","-33, 151 (Sydney)",-33.8719308,151.2090038
1553,#Madrid (nacido en #Cuenca),(nacido en ),36.7522852,-108.2667454
1554,"Aberdeen, Scotland","Aberdeen, Scotland",57.149717,-2.094278
1556,"Indore, India","Indore, India",22.7195687,75.8577258
1557,"Coon Rapids, MN","Coon Rapids, MN",45.1732394,-93.3030063
1558,Philadelphia,Philadelphia,39.9525839,-75.1652215
1559,mostly europe,mostly europe,54.5259614,15.2551187
1560,"Windsor, ON, Canada","Windsor, ON, Canada",42.3149367,-83.0363633
1561,"Ferguson, MO - USA ","Ferguson, MO - USA",38.7442175,-90.3053915
1562,"Rome, Nairobi, World","Rome, Nairobi, World",41.9027835,12.4963655
1563,"Noida, India","Noida, India",28.5355161,77.3910265
1564,"Akron, OH, Vancouver, Toronto","Akron, OH, Vancouver, Toronto",41.0814447,-81.5190053
1565, KARWAR ,KARWAR,14.8184812,74.1416127
1567,"Sacramento, California","Sacramento, California",38.5815719,-121.4943996
1568,london,london,51.5073509,-0.1277583
1569,Vadodara,Vadodara,22.3071588,73.1812187
1570,"South Shields, England","South Shields, England",54.999424,-1.427406
1572,"Nantwich, Cheshire, UK","Nantwich, Cheshire, UK",53.067185,-2.524102
1573,Patna,Patna,25.5940947,85.1375645
1574,"Chesterfield, England","Chesterfield, England",53.235048,-1.421629
1575,"Valencia, Spain","Valencia, Spain",39.4699075,-0.3762881
1576,"Bratislava & Trnava, Slovakia","Bratislava & Trnava, Slovakia",48.1485965,17.1077478
1577,University of Oxford,University of Oxford,51.7548164,-1.2543668
1578,UK/ META SPECIALIST ,"UK, META SPECIALIST",51.8949508,-0.2049004
1579,"VASAI VIRAR , MUMBAI","VASAI VIRAR , MUMBAI",19.3919275,72.8397317
1581,Barcelona-Singapore,Barcelona-Singapore,1.3092299,103.916644
1582,London/Henley,"London, Henley",51.5445475,-0.1694009
1583,"Wolverhampton, England","Wolverhampton, England",52.586973,-2.12882
1584,Hollywoodland,Hollywoodland,34.0928092,-118.3286614
1585,India ,India,20.593684,78.96288
1586,Europe.,Europe.,54.5259614,15.2551187
1587,"Bury St Edmunds, UK","Bury St Edmunds, UK",52.2429228,0.7104932
1588,"Grimsby, Ontario","Grimsby, Ontario",43.1942126,-79.5624195
1589,Stay Woke! - United Kingdom,Stay Woke! - United Kingdom,55.378051,-3.435973
1590,Dublin,Dublin,53.3498053,-6.2603097
1591,"North Merrick, NY","North Merrick, NY",40.6912125,-73.5631827
1592,Yaoundé (Cameroun),Yaoundé (Cameroun),3.8480325,11.5020752
1593,scotland,scotland,56.4906712,-4.2026458
1596,Arkansas,Arkansas,35.20105,-91.8318334
1597,Birmingham and Charente,Birmingham and Charente,33.5206608,-86.80249
1600,En Ecosse,En Ecosse,55.9577518,-3.2130629
1601,Delhi,Delhi,28.7040592,77.1024902
1602,Sydney Australia,Sydney Australia,-33.8688197,151.2092955
1603,Delhi - Sofia - Athens,Delhi - Sofia - Athens,28.7040592,77.1024902
1606,"Yanchep, Western Australia","Yanchep, Western Australia",-31.5463919,115.6327039
1607,"Sultanpur, India","Sultanpur, India",26.2647757,82.0727061
1608,"Liverpool, UK","Liverpool, UK",53.4083714,-2.9915726
1609,"Central NJ, USA","Central NJ, USA",40.0583238,-74.4056612
1610,Santiago de Chile,Santiago de Chile,-33.4488897,-70.6692655
1611,"Madras, India","Madras, India",13.0826802,80.2707184
1612,भारत India,भारत India,20.593684,78.96288
1614,"Bhiwadi, Rajasthan, India","Bhiwadi, Rajasthan, India",28.2088218,76.8445999
1615,Mumbai is just over the creek!,Mumbai is just over the creek!,19.1016914,72.9217278
1616,"Hampshire, UK","Hampshire, UK",51.0576948,-1.3080629
1617,"HYDERABAD, SINDH, PAKISTAN.","HYDERABAD, SINDH, PAKISTAN.",25.3959687,68.357776
1618,"Jersey City, NJ","Jersey City, NJ",40.7281575,-74.0776417
1619,"North Cornwall, UK.","North Cornwall, UK.",50.2660471,-5.0527125
1621,"Balham, London","Balham, London",51.4428311,-0.1526141
1622,"Bangalore, Karnataka India","Bangalore, Karnataka India",12.9715987,77.5945627
1623,"Wivenhoe, England","Wivenhoe, England",51.857997,0.965274
1625,Working From Home!,Working From Home!,39.7403289,-104.9711492
1626,Brooklyn and the world. ,Brooklyn and the world.,40.6711079,-73.950643
1627,istanbul,istanbul,41.0082376,28.9783589
1628,Manchester / London,"Manchester , London",53.5473627,-2.1963723
1629,New,New,40.7127753,-74.0059728
1630,"New Delhi, Delhi","New Delhi, Delhi",28.6139391,77.2090212
1631,"Frankfurt am Main, Germany","Frankfurt am Main, Germany",50.1109221,8.6821267
1632,"levittown, ny","levittown, ny",40.7259336,-73.5142921
1633,MADRID,MADRID,40.4167754,-3.7037902
1634,"New Britain, CT","New Britain, CT",41.6612104,-72.7795419
1635,"Milan, Italy","Milan, Italy",45.4642035,9.189982
1636,Kyiv,Kyiv,50.4501,30.5234
1637,"Monea, Co. Fermanagh","Monea, Co. Fermanagh",54.39043,-7.76031
1638,Everywhere & nowhere (baby),Everywhere & nowhere (baby),33.7589188,-84.3640829
1640,East coast of Scotland,East coast of Scotland,57.860373,-5.504852
1642,"Palo Alto, Miami, MX, AR","Palo Alto, Miami, MX, AR",25.9261589,-80.4479992
1643,Camped in India,Camped in India,20.593684,78.96288
1644,planetearth,planetearth,41.909611,-87.771964
1645,NL/EU,"NL, EU",52.132633,5.291266
1646,"Bangalore,India","Bangalore, India",12.9715987,77.5945627
1647,"Taipei, Taiwan","Taipei, Taiwan",25.0329694,121.5654177
1648,"Brisbane, Australia","Brisbane, Australia",-27.4697707,153.0251235
1649,Edinburgh,Edinburgh,55.953252,-3.188267
1651,"NYC / La Jolla, CA ","NYC , La Jolla, CA",32.8489568,-117.270838
1652,Middletown Ohio,Middletown Ohio,39.5150576,-84.3982763
1653,"EU, Romanian ","EU, Romanian",45.943161,24.96676
1654,"Adelaide, South Australia","Adelaide, South Australia",-34.9284989,138.6007456
1655,"Alexandria, LA 🌐","Alexandria, LA 🌐",31.3112936,-92.4451371
1656,European Union 🇪🇺,European Union 🇪🇺,54.5259614,15.2551187
1657,Loughborough,Loughborough,52.772099,-1.206166
1658,Bergen,Bergen,60.3912628,5.3220544
1659,Canada - USA,Canada - USA,45.5272345,-73.6162846
1661,"Frankfurt am Main, Hessen","Frankfurt am Main, Hessen",50.1109221,8.6821267
1662,"Pittsburgh, PA","Pittsburgh, PA",40.4406248,-79.9958864
1663,"37.517634,126.976797","37.517634, 126.976797",37.5176804,126.9767772
1664,Sandton,Sandton,-26.1075663,28.0567007
1665,Philly,Philly,39.9525839,-75.1652215
1666,"Lancaster County, PA","Lancaster County, PA",40.0466571,-76.1783739
1667,Bowmore Islay Scotland,Bowmore Islay Scotland,55.7561259,-6.2873101
1668,Gurgaon India,Gurgaon India,28.4594965,77.0266383
1669,"Swansea, Wales","Swansea, Wales",51.62144,-3.943646
1670,"Oakville, ON & Waterloo Region","Oakville, ON & Waterloo Region",43.467517,-79.6876659
1671,ENFIELD,ENFIELD,51.6622925,-0.1180655
1672,"Morgantown, WV","Morgantown, WV",39.629526,-79.9558968
1673,"Spring Hill, FL","Spring Hill, FL",28.4831682,-82.5369872
1674,"yorkshire, uk......","yorkshire, uk......",53.699081,-1.1228683
1675,"Silicon Slopes, Utah","Silicon Slopes, Utah",40.4276643,-111.891787
1676,"St Augustine Beach, FL","St Augustine Beach, FL",29.8439828,-81.2711546
1678,UK and US,UK and US,51.4825655,-0.1322369
1679,Nederland / The Netherlands,"Nederland , The Netherlands",52.132633,5.291266
1680,Chile,Chile,-35.675147,-71.542969
1681,Kent,Kent,41.1536674,-81.3578859
1682,"Willington, Derbyshire","Willington, Derbyshire",52.8534194,-1.56489
1683,Nice,Nice,43.7101728,7.2619532
1684,"Bihar, Delhi","Bihar, Delhi",28.600328,77.197058
1685,"Delft, The Netherlands","Delft, The Netherlands",52.0115769,4.3570677
1686,"Christchurch City, New Zealand","Christchurch City, New Zealand",-43.5320544,172.6362254
1687,"Gandhinagar, Gujarat","Gandhinagar, Gujarat",23.2156354,72.6369415
